"","V1","V2","V3","V4"
"1",0.712758043447074,0.701740823298881,0.792381352053633,0.746500540884771
"2",0.858243164806286,0.864469275211851,0.918351284745768,0.929553560597237
"3",0.764077150749977,0.760137077695392,0.727748554552831,0.546160088548541
"4",0.636162769688461,0.553308178266936,0.552190361079856,0.525915019227582
"5",0.601727354990572,0.602500200525698,0.641947149975035,0.68892925532031
"6",0.692883143397945,0.735226090757349,0.805173808100878,0.881871693388663
"7",0.889517518559981,0.940293305903263,1.0272787678351,1.1773375846901
"8",1.03826831852949,1.08872347306651,1.24129527826861,1.1773447229206
"9",0.995490072494346,1.04716312224217,1.20394136681001,1.04828787399056
"10",1.57845398974001,1.42976624795054,1.22092395402856,1.63362945056228
